system:index,area_km2,class,class_color,classe,nome,territory,year,.geo
4_9_8,2.2888047108154335,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9_9,0.04999250421142577,114.0,E5E5E5,Áreas Urbanas Com CAR,Vitória do Xingu,1508357.0,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9_10,0.2695527845458986,115.0,41BBD9,Massas d'água Com CAR,Vitória do Xingu,1508357.0,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_0,2.7696232789916992,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_1,0.09011584863281255,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_2,5.065050254699718,4.0,7F3822,Glebas Públicas Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_3,0.4850242505493162,5.0,A85529,Glebas Públicas - FPND Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_4,0.11507959704589842,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_5,0.03837116412353515,9.0,EE2918,Assentamento-A Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_6,0.015931596618652344,10.0,5EDC40,Assentamento-B Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_7,0.6773408281860358,11.0,008148,UCUS Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_8,0.1729067936401367,12.0,21B8A1,UCPI Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_9,1.171276136413574,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_10,0.07002918762207032,14.0,E5E5E5,Áreas Urbanas Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_11,1.4212024100341778,15.0,41BBD9,Massas d'água Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_12,0.021318389099121086,20.0,03405D,Imóvel Rural Privado e UCUS Sem CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_13,28.439728889038115,104.0,7F3822,Glebas Públicas Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_14,0.7533409546508787,105.0,A85529,Glebas Públicas - FPND Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_15,16.824093641479518,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_16,1.1323807352905302,109.0,EE2918,Assentamento-A Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_17,0.19859604785156254,110.0,5EDC40,Assentamento-B Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_18,1.718792848449709,111.0,008148,UCUS Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_19,0.16099338415527345,112.0,21B8A1,UCPI Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_20,11.395660323364295,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_21,0.005315212280273437,114.0,E5E5E5,Áreas Urbanas Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_22,0.2668035908813481,115.0,41BBD9,Massas d'água Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_23,0.018695060668945312,118.0,B0D904,Terra Indígena não Homologada e UCUS Com CAR,Altamira,1500602.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_0,0.02671621197509765,1.0,DBA303,Terra Indígena Homologada Sem CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_1,0.357107300109863,4.0,7F3822,Glebas Públicas Sem CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_2,0.01874431091308594,5.0,A85529,Glebas Públicas - FPND Sem CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_3,0.01695990966796875,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_4,0.006249487670898438,9.0,EE2918,Assentamento-A Sem CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_5,0.060699071594238325,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_6,1.0621203629760758,104.0,7F3822,Glebas Públicas Com CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_7,0.013384986389160157,105.0,A85529,Glebas Públicas - FPND Com CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_8,0.2944913978271484,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_9,0.6692830547485357,109.0,EE2918,Assentamento-A Com CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_10,0.1114305318603516,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Anapu,1500859.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_0,0.22482182489013658,1.0,DBA303,Terra Indígena Homologada Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_1,1.1236724200439467,4.0,7F3822,Glebas Públicas Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_2,0.01784645416259766,5.0,A85529,Glebas Públicas - FPND Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_3,0.06604935583496094,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_4,0.005355948120117188,9.0,EE2918,Assentamento-A Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_5,0.008032341247558594,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_6,0.013389036987304684,14.0,E5E5E5,Áreas Urbanas Sem CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_7,17.728367651550283,104.0,7F3822,Glebas Públicas Com CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_8,0.11245733392333984,105.0,A85529,Glebas Públicas - FPND Com CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_9,11.475642696411143,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_10,2.7341789669189485,109.0,EE2918,Assentamento-A Com CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_11,0.01606698571777344,114.0,E5E5E5,Áreas Urbanas Com CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_12,0.31151408294677674,199.0,9D9D9C,Outras Sobreposições Com CAR,Brasil Novo,1501725.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_0,0.005353837585449219,1.0,DBA303,Terra Indígena Homologada Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_1,2.3246196185302734,4.0,7F3822,Glebas Públicas Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_2,0.08746473968505857,5.0,A85529,Glebas Públicas - FPND Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_3,0.4381244135131847,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_4,0.3819920434570307,9.0,EE2918,Assentamento-A Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_5,0.12939725842285155,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_6,0.008031492614746094,14.0,E5E5E5,Áreas Urbanas Sem CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_7,15.228468683715853,104.0,7F3822,Glebas Públicas Com CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_8,0.09102463256835938,105.0,A85529,Glebas Públicas - FPND Com CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_9,6.82648929956056,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_10,8.158672484619178,109.0,EE2918,Assentamento-A Com CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_11,0.10708947979736327,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_12,0.13924960778808593,199.0,9D9D9C,Outras Sobreposições Com CAR,Medicilândia,1504455.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_0,0.862622926696778,4.0,7F3822,Glebas Públicas Sem CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_1,8.922775268554688E-4,5.0,A85529,Glebas Públicas - FPND Sem CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_2,0.11686914184570316,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_3,0.2658410346069333,9.0,EE2918,Assentamento-A Sem CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_4,0.6288577118530276,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_5,12.117349449829085,104.0,7F3822,Glebas Públicas Com CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_6,0.041038647277832026,105.0,A85529,Glebas Públicas - FPND Com CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_7,7.380925127624502,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_8,16.749080262207002,109.0,EE2918,Assentamento-A Com CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_9,6.6166401635742265,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_10,0.23014236346435568,199.0,9D9D9C,Outras Sobreposições Com CAR,Pacajá,1505486.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_0,0.018724696838378907,1.0,DBA303,Terra Indígena Homologada Sem CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_1,1.0818763583374036,4.0,7F3822,Glebas Públicas Sem CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_2,0.026766534729003904,5.0,A85529,Glebas Públicas - FPND Sem CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_3,0.0767174739990234,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_4,0.002674814025878906,9.0,EE2918,Assentamento-A Sem CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_5,0.40590311730957024,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_6,4.842160748779287,104.0,7F3822,Glebas Públicas Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_7,0.3140171629638673,105.0,A85529,Glebas Públicas - FPND Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_8,4.219319058349616,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_9,0.5424144570922853,109.0,EE2918,Assentamento-A Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_10,0.05442547625732422,110.0,5EDC40,Assentamento-B Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_11,0.08297156561279295,111.0,008148,UCUS Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_12,2.9652591019897456,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_13,0.01338451593017578,199.0,9D9D9C,Outras Sobreposições Com CAR,Placas,1505650.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_0,0.03126006860351563,4.0,7F3822,Glebas Públicas Sem CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_1,0.08842055957031253,5.0,A85529,Glebas Públicas - FPND Sem CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_2,0.12686467034912108,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_3,0.025013307922363278,15.0,41BBD9,Massas d'água Sem CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_4,0.6456859760131841,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_5,0.46530254223632805,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_6,0.8807445773925772,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_7,0.07058277551269523,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_8,0.04109176409912109,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_9,0.9112511072387682,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_10,4.403255070922859,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_11,0.016075624816894528,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_12,0.01340229168701172,199.0,9D9D9C,Outras Sobreposições Com CAR,Porto de Moz,1505908.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_0,0.02138616522216797,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_1,0.2893062512207029,4.0,7F3822,Glebas Públicas Sem CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_2,0.13126155847167958,5.0,A85529,Glebas Públicas - FPND Sem CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_3,0.1455456806030273,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_4,0.05714810382080075,11.0,008148,UCUS Sem CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_5,0.016071457519531245,15.0,41BBD9,Massas d'água Sem CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_6,1.748265839599608,104.0,7F3822,Glebas Públicas Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_7,0.4446714779663085,105.0,A85529,Glebas Públicas - FPND Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_8,0.4767955618286136,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_9,1.6347674432373043,109.0,EE2918,Assentamento-A Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_10,0.045541763061523424,110.0,5EDC40,Assentamento-B Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_11,0.07143497473144535,111.0,008148,UCUS Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_12,0.021434861206054697,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_13,0.028568460815429693,115.0,41BBD9,Massas d'água Com CAR,Senador José Porfírio,1507805.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_0,0.032998487121582036,1.0,DBA303,Terra Indígena Homologada Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_1,4.3587442891235355,4.0,7F3822,Glebas Públicas Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_2,0.31761992608642553,5.0,A85529,Glebas Públicas - FPND Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_3,0.3077849871826173,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_4,0.7555764914550777,9.0,EE2918,Assentamento-A Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_5,0.026767301696777334,10.0,5EDC40,Assentamento-B Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_6,0.617413487121582,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_7,0.06244978057861327,14.0,E5E5E5,Áreas Urbanas Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_8,0.0062472190551757815,99.0,9D9D9C,Outras Sobreposições Sem CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_9,0.0026767919311523436,101.0,DBA303,Terra Indígena Homologada Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_10,35.6838382249755,104.0,7F3822,Glebas Públicas Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_11,0.9902768129882817,105.0,A85529,Glebas Públicas - FPND Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_12,15.442441003906286,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_13,3.336278107177735,109.0,EE2918,Assentamento-A Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_14,0.2659002781982422,110.0,5EDC40,Assentamento-B Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_15,2.382392047302245,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_16,0.0026764476318359375,114.0,E5E5E5,Áreas Urbanas Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_17,0.025869322204589842,199.0,9D9D9C,Outras Sobreposições Com CAR,Uruará,1508159.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_0,1.6783025408325207,4.0,7F3822,Glebas Públicas Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_1,0.19816684289550787,5.0,A85529,Glebas Públicas - FPND Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_2,0.06873443579101568,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_3,0.008035023376464844,9.0,EE2918,Assentamento-A Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_4,0.14372186669921877,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_5,0.029458805541992174,14.0,E5E5E5,Áreas Urbanas Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_6,0.12942643414306637,15.0,41BBD9,Massas d'água Sem CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_7,7.045997093139644,104.0,7F3822,Glebas Públicas Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_8,0.23119209783935557,105.0,A85529,Glebas Públicas - FPND Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_9,7.977700539001447,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_10,0.016070082763671875,109.0,EE2918,Assentamento-A Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_11,1.632659415283205,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_12,0.009819481506347654,114.0,E5E5E5,Áreas Urbanas Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_13,0.1838708524780273,115.0,41BBD9,Massas d'água Com CAR,Vitória do Xingu,1508357.0,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_0,4.543653110656748,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_1,4.841076603088482,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
